DexNumber,Name,FlavorText,Normal,Fire,Water,Grass,Electric,Psychic,Ice,Dragon,Dark,Fairy,Fighting,Flying,Poison,Ground,Rock,Bug,Ghost,Steel
132,Ditto,"Its transformation ability is perfect. However, if made to laugh, it can’t maintain its disguise.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Ditto,It has the ability to reconstitute its entire cellular structure to transform into whatever it sees.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Ditto,"When it encounters another Ditto, it will move faster than normal to duplicate that opponent exactly.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Ditto,"It can reconstitute its entire cellular structure to change into what it sees, but it returns to normal when it relaxes.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Ditto,"When it spots an enemy, its body transfigures into an almost-perfect copy of its opponent.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Ditto,"It transforms into whatever it sees. If the thing it’s transforming into isn’t right in front of it, Ditto relies on its memory—so sometimes it fails.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Ditto,"While it can transform into anything, each Ditto apparently has its own strengths and weaknesses when it comes to transformations.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Ditto,"With its astonishing capacity for metamorphosis, it can get along with anything. It does not get along well with its fellow Ditto.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Ditto,It can reorganize its cells to make itself into a duplicate of anything it sees. The quality of the duplicate depends on the individual.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Ditto,"Ditto rearranges its cell structure to transform itself into other shapes. However, if it tries to transform itself into something by relying on its memory, this Pokémon manages to get details wrong.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Ditto,"It can transform into anything. When it sleeps, it changes into a stone to avoid being attacked.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Ditto,"A DITTO rearranges its cell structure to transform itself. However, if it tries to change based on its memory, it will get details wrong.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Ditto,Capable of copying an opponent’s genetic code to instantly transform itself into a duplicate of the enemy.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Ditto,"When it spots an enemy, its body transfigures into an almost perfect copy of its opponent.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Ditto,Capable of copying an enemy’s genetic code to instantly transform itself into a duplicate of the enemy.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,"Having gotten even friendlier and more innocent, Eevee tries to play with anyone around, only to end up crushing them with its immense body.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,"Gigantamax energy upped the fluffiness of the fur around Eevee’s neck. The fur will envelop a foe, capturing its body and captivating its mind.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,Its genetic code is irregular. It may mutate if it is exposed to radiation from element stones.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,Its ability to evolve into many forms allows it to adapt smoothly and perfectly to any environment.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,Harbors the potential to evolve into manifold forms. Within Eevee lies the key to the mysteries of Pokémon evolution—I’m certain of it.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,It is a rare Pokémon that adapts to harsh environments by changing its appearance and capabilities when it evolves.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,"Thanks to its unstable genetic makeup, this special Pokémon conceals many different possible evolutions.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,It has the ability to alter the composition of its body to suit its surrounding environment.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,It can evolve into a variety of forms. Eevee’s genes are the key to solving the mysteries of Pokémon evolution.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,Its genes are easily influenced by its surroundings. Even its face starts to look like that of its Trainer.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,The question of why only Eevee has such unstable genes has still not been solved.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,Current studies show it can evolve into an incredible eight different species of Pokémon.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,"Possessing an unbalanced and unstable genetic makeup, it conceals many possible evolutions.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,Eevee has an unstable genetic makeup that suddenly mutates due to the environment in which it lives. Radiation from various stones causes this Pokémon to evolve.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,A rare Pokémon that adapts to harsh environments by taking on different evolutionary forms.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,"Because its genetic makeup is irregular, it quickly changes its form due to a variety of causes.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,Its irregularly configured DNA is affected by its surroundings. It evolves if its environment changes.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,An EEVEE has an unstable genetic makeup that suddenly mutates due to its environment. Radiation from various STONES causes this POKéMON to evolve.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,An extremely rare POKéMON that may evolve in a number of different ways depending on stimuli.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Eevee,"Its genetic code is unstable, so it could evolve in a variety of ways. There are only a few alive.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vaporeon,"Its cell composition is similar to water molecules. As a result, it can’t be seen when it melts away into water.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vaporeon,"It lives close to water. Its long tail is ridged with a fin, which is often mistaken for a mermaid’s.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vaporeon,"Tests show that its cells closely resemble water molecules, which perhaps explains its ability to conceal its form while submerged. I believe the origins of mermaid folklore lie with this Pokémon.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vaporeon,It has evolved to be suited for an aquatic life. It can become invisible when it melts away into water.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vaporeon,Its body’s cellular structure is similar to the molecular composition of water. It can melt invisibly in water.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vaporeon,"When Vaporeon’s fins begin to vibrate, it is a sign that rain will come within a few hours.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vaporeon,Its cell structure is similar to water molecules. It melts into the water and becomes invisible.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vaporeon,"It detects nearby moisture with its fin. When its fin begins trembling rapidly, that means rain will fall in a few hours.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vaporeon,"Clean, clear waters are its usual habitat. When it’s about to be attacked by an invading enemy, it dives into the water to hide.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vaporeon,"Blending in with the water and erasing all signs of its presence, it patiently waits for its prey, fish Pokémon.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vaporeon,Its cells are composed of units much like water molecules. It lives close to water and is often mistaken for a mermaid.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vaporeon,Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vaporeon,It has evolved to be suitable for an aquatic life. It can invisibly melt away into water.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vaporeon,"It prefers beautiful shores. With cells similar to water molecules, it could melt in water.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vaporeon,"Its cell composition is similar to water molecules. As a result, it can melt away into water.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vaporeon,VAPOREON underwent a spontaneous mutation and grew fins and gills that allow them to live underwater. They have the ability to freely control water.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vaporeon,Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid’s.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vaporeon,"As it uses the fins on the tip of its tail to swim, it blends with the water perfectly.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Vaporeon,Its cell structure is similar to water molecules. It will melt away and become invisible in water.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Jolteon,"If agitated, it uses electricity to straighten out its fur and launch it in small bunches.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Jolteon,It concentrates the weak electric charges emitted by its cells and launches wicked lightning bolts.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Jolteon,"Bristles its fur into sharp, needlelike points when enraged. One can hear electricity crackle in its breath when it exhales.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Jolteon,"It controls 10,000-volt power. When the fur covering its body stands on end, the fur is hard and sharp, like needles.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Jolteon,"It accumulates negative ions in the atmosphere to blast out 10,000-volt lightning bolts.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Jolteon,"If it is angered or startled, the fur all over its body bristles like sharp needles that pierce foes.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Jolteon,"A sensitive Pokémon that easily becomes sad or angry. Every time its mood changes, it charges power.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Jolteon,"Its fur stands on end, becoming like needles it fires at enemies. Once they’re weakened, it finishes them off with a 10,000 volt shock.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Jolteon,Its lungs contain an organ that creates electricity. The crackling sound of electricity can be heard when it exhales.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Jolteon,"When its fur stands on end, that’s a sign it’s about to give off a jolt of electricity. Take care, as sometimes lightning strikes next to it, too.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Jolteon,"They send out electrical charges of about 10,000 volts. Because they are high-strung, it can be difficult to grow close to them.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Jolteon,"Jolteon’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Jolteon,Every hair on its body starts to stand sharply on end if it becomes charged with electricity.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Jolteon,"By storing electricity in its body, it can shoot its bristlelike fur like a barrage of missiles.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Jolteon,"It controls 10,000-volt power and can raise all the fur on its body as if it were sharp needles.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Jolteon,Its cells generate weak power that is amplified by its fur’s static electricity to drop thunderbolts. The bristling fur is made of electrically charged needles.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Jolteon,The negatively charged ions generated in its fur create a constant sparking noise.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Jolteon,It accumulates negative ions in the atmosphere to blast out 10000-volt lightning bolts.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"It fluffs out its fur collar to cool down its body temperature, which can reach 1,650 degrees Fahrenheit.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"Inhaled air is carried to its flame sac, heated, and exhaled as fire that reaches over 3,000 degrees Fahrenheit.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"Flames burn within a saclike organ inside this Pokémon. When Flareon inhales, these flames grow in intensity, reaching a mighty 3,000 degrees Fahrenheit.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"It has a flame sac in its body. Its body temperature tops 1,650 degrees Fahrenheit before battle.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"It stores some of the air it inhales in its internal flame pouch, which heats it to over 3,000 degrees Fahrenheit.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"Once it has stored up enough heat, this Pokémon’s body temperature can reach up to 1,700 degrees Fahrenheit.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"It has a flame chamber inside its body. It inhales, then breathes out fire that is over 3,000 degrees Fahrenheit.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"The flame chamber inside its body ignites when Flareon gets agitated, reaching temperatures of up to 1,650 degrees Fahrenheit.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"If it inhales deeply, that’s a sign it’s about to attack. Prepare to be hit by flames of over 3,000 degrees Fahrenheit!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"Its average body temperature is between 1,300 and 1,500 degrees Fahrenheit. In its internal flame sac, temperatures reach 3,000 degrees.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"When it catches prey or finds berries, it breathes fire on them until they’re well done, and then it gobbles them up.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"Flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon’s body temperature can rise to a maximum of 1,650 degrees Fahrenheit.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"It has a flame bag inside its body. After inhaling deeply, it blows out flames of nearly 3,000 degrees Fahrenheit.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"Inhaled air is carried to its flame sac, heated, and exhaled as fire that reaches over 3,000 degrees F.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"Inhaled air is heated in the flame sac in its body to an intense fire over 3,000 degrees Fahrenheit.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"FLAREON’s fluffy fur releases heat into the air so that its body does not get excessively hot. Its body temperature can rise to a maximum of 1,650 degrees F.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"When storing thermal energy in its body, its temperature can soar to over 1,600 degrees Fahrenheit.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"It has a flame bag inside its body. After inhaling deeply, it blows out flames of nearly 3,100 degrees Fahrenheit.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"FLAREON’s fluffy fur has a functional purpose - it releases heat into the air so that its body does not get excessively hot. This POKéMON’s body temperature can rise to a maximum of 1,650 degrees F.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"Once it has stored up enough heat, this POKéMON’s body temperature can reach up to 1700 degrees.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"It fluffs out its fur collar to cool down its body temperature, which can reach 1,650 degrees.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"It stores some of the air it inhales in its internal flame pouch, which heats it to over 3,000 degrees.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"It has a flame chamber inside its body. It inhales, then blows out fire that is over 3,000F degrees.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Flareon,"When storing thermal energy in its body, its temperature could soar to over 1600 degrees.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,"It has no discernible heartbeat and does not seem to draw breath, and yet it appears to function without issue. I cannot even begin to explain this utterly bizarre anomaly.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,The world’s first artificially created Pokémon. It can travel through electronic space.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,"In recent years, this species has been very helpful in cyberspace. These Pokémon will go around checking to make sure no suspicious data exists.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,State-of-the-art technology was used to create Porygon. It was the first artificial Pokémon to be created via computer programming.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,"The only Pokémon that people anticipate can fly into space. None has managed the feat yet, however.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,It was built 20 years ago by scientists who dreamed of exploring space. Their dreams have yet to come true.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,"This Pokémon was created using the cutting-edge science of 20 years ago, so many parts of it have since become obsolete.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,"It can convert its body into digital data, which enables it to enter cyberspace.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,"Roughly 20 years ago, it was artificially created, utilizing the latest technology of the time.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,Porygon is capable of reverting itself entirely back to program data and entering cyberspace. This Pokémon is copy protected so it cannot be duplicated by copying.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,A Pokémon that consists entirely of programming code. It is capable of moving freely in cyberspace.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,A man-made Pokémon that came about as a result of research. It is programmed with only basic motions.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,A man-made Pokémon created using advanced scientific means. It can move freely in cyberspace.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,A manmade Pokémon that came about as a result of research. It is programmed with only basic motions.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,"It is a manmade Pokémon. Since it doesn’t breathe, people are eager to try it in any environment.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,It is capable of reverting itself entirely back to program data in order to enter cyberspace. A PORYGON is copy-protected so it cannot be duplicated.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,"Using the most advanced technologies, scientists finally succeeded in making the first artificial POKéMON.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,PORYGON is capable of reverting itself entirely back to program data and entering cyberspace. This POKéMON is copy-protected so it cannot be duplicated by copying.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,"An artificial POKéMON created due to extensive research, it can perform only what is in its program.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,"The only POKéMON people anticipate can fly into space. None has managed the feat yet, however.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Porygon,A POKéMON that consists entirely of programming code. Capable of moving freely in cyberspace.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Omanyte,It’s a Pokémon that was resurrected from a fossil using modern science. It swam in ancient seas.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,Omanyte,"This Pokémon is a member of an ancient, extinct species. Omanyte paddles through water with its 10 tentacles, looking like it’s just drifting along.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,Omanyte,"Because some Omanyte manage to escape after being restored or are released into the wild by people, this species is becoming a problem.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,Omanyte,An ancient Pokémon that was recovered from a fossil. It swam by cleverly twisting its 10 tentacles about.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,Omanyte,"It was restored from an ancient fossil. Those Helix Fossils are excavated from areas that were once oceans long, long ago.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,Omanyte,"Omanyte lived in the seas of antiquity. Its fossils have been found bearing bite marks from Archeops, so apparently Archeops preyed on it.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,Omanyte,"Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,Omanyte,"Revived from an ancient fossil, this Pokémon uses air stored in its shell to sink and rise in water.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,Omanyte,"A prehistoric Pokémon that lived in the primordial sea, it swims by twisting its 10 tentacles about.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,Omanyte,A Pokémon that was resurrected from a fossil using modern science. It swam in ancient seas.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,Omanyte,This Pokémon from ancient times is said to have navigated the sea by adeptly twisting its 10 tentacles.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,Omanyte,"One of the ancient and long-since-extinct POKéMON that have been regenerated from fossils by humans. If attacked, it withdraws into its hard shell.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,Omanyte,"Although long extinct, in rare cases, it can be genetically regenerated from fossils.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,Omanyte,"In prehistoric times, it swam on the sea floor, eating plankton. Its fossils are sometimes found.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,Omanyte,An ancient POKéMON that was recovered from a fossil. It swims by cleverly twisting its 10 tentacles about.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,Omanyte,"Although long extinct, in rare cases, it can be genetically resurrected from fossils.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139,Omastar,It is thought that this Pokémon became extinct because its spiral shell grew too large.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139,Omastar,"Omastar’s sharp fangs could crush rock, but the Pokémon can attack only the prey that come within reach of its tentacles.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139,Omastar,"Weighed down by a large and heavy shell, Omastar couldn’t move very fast. Some say it went extinct because it was unable to catch food.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139,Omastar,"Its sharp beak rings its mouth. Its shell was too big for it to move freely, so it became extinct.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139,Omastar,It wraps its prey in its tentacles to immobilize them and then finishes them off with its sharp fangs.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139,Omastar,Its heavy shell is thought to be the reason this ancient Pokémon died out. It’s apparently a distant ancestor of Octillery.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139,Omastar,"Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139,Omastar,"Once wrapped around its prey, it never lets go. It eats the prey by tearing at it with sharp fangs.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139,Omastar,"Its tentacles are highly developed as if they are hands and feet. As soon as it ensnares prey, it bites.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139,Omastar,"Apparently, it cracked SHELLDER’s shell with its sharp fangs and sucked out the insides.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139,Omastar,"An OMASTAR uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large, making its movements slow and ponderous.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139,Omastar,"Despite having strong fangs and tentacles, it went extinct when its heavy shell made it unable to catch prey.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139,Omastar,Its heavy shell allowed it to reach only nearby food. This could be the reason it is extinct.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139,Omastar,"Sharp beaks ring its mouth. Its shell was too big for it to move freely, so it became extinct.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
139,Omastar,A prehistoric POKéMON that died out when its heavy shell made it impossible to catch prey.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,Kabuto,It is thought to have inhabited beaches 300 million years ago. It is protected by a sturdy shell.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,Kabuto,"While some say this species has gone extinct, Kabuto sightings are apparently fairly common in some places.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,Kabuto,"This species is almost entirely extinct. Kabuto molt every three days, making their shells harder and harder.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,Kabuto,A Pokémon that was recovered from a fossil. It used the eyes on its back while hiding on the seafloor.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,Kabuto,"This Pokémon became extinct everywhere, except in a few areas. It protects itself with its hard shell.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,Kabuto,This Pokémon thrived 300 million years ago. It’s said that living specimens can still be seen in a certain region—a rare sight.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,Kabuto,"Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,Kabuto,This Pokémon was regenerated from the fossil of an ancient creature. It protects itself with a hard shell.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,Kabuto,It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,Kabuto,"This Pokémon lived in ancient times. On rare occasions, it has been discovered as a living fossil.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,Kabuto,"On rare occasions, some have been found as fossils which they became while hiding on the ocean floor.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,Kabuto,"It is a POKéMON that has been regenerated from a fossil. However, in rare cases, living examples have been discovered. KABUTO have not changed for 300 million years.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,Kabuto,A POKéMON that was regenerated from a fossil found in what was once the ocean floor long ago.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,Kabuto,"Three hundred million years ago, it hid on the sea floor. It also has eyes on its back that glow.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,Kabuto,A POKéMON that was recovered from a fossil. It uses the eyes on its back while hiding on the sea floor.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,Kabuto,A POKéMON that was resurrected from a fossil found in what was once the ocean floor eons ago.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
141,Kabutops,It is thought that this Pokémon came onto land because its prey adapted to life on land.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
