DexNumber,Name,FlavorText,Grass,Water,Fire
129,Magikarp,"Famous for being very unreliable. It can be found swimming in seas, lakes, rivers and shallow puddles.",0,1,0
129,Magikarp,"Thanks to their strong hold on life, dirty water doesn’t bother them at all. They live in waters all over the world!",0,1,0
129,Magikarp,"In the distant past, they were fairly strong, but they have become gradually weaker over time.",0,1,0
129,Magikarp,"Its reckless leaps make it easy pickings for predators. On the bright side, many Pokémon enjoy longer life spans, thanks to Magikarp.",0,1,0
129,Magikarp,"Although weak and helpless, this Pokémon is incredibly fertile. They exist in such multitudes, you’ll soon grow tired of seeing them.",0,1,0
129,Magikarp,"Magikarp is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy Pokémon that can survive in any body of water no matter how polluted it is.",0,1,0
129,Magikarp,Magikarp is a pathetic excuse for a Pokémon that is only capable of flopping and splashing. This behavior prompted scientists to undertake research into it.,0,1,0
129,Magikarp,"A Magikarp living for many years can leap a mountain using Splash. The move remains useless, though.",0,1,0
129,Magikarp,"For no reason, it jumps and splashes about, making it easy for predators like PIDGEOTTO to catch it mid-jump.",0,1,0
129,Magikarp,"An underpowered, pathetic Pokémon. It may jump high on rare occasions, but usually not more than seven feet.",0,1,0
129,Magikarp,"Its swimming muscles are weak, so it is easily washed away by currents. In places where water pools, you can see many MAGIKARP deposited there by the flow.",0,1,0
129,Magikarp,"An underpowered, pathetic POKéMON. It may jump high on rare occasions, but never more than seven feet.",0,1,0
130,Gyarados,"Although it obeys its instinctive drive to destroy everything within its reach, it will respond to orders from a Trainer it truly trusts.",0,1,0
130,Gyarados,It zooms out of the water at Mach speeds. Even large ships caught in its path are split cleanly in two!,0,1,0
130,Gyarados,Mega Evolution places a burden on its body. The stress causes it to become all the more ferocious.,0,1,0
130,Gyarados,"It jets water from the orifices on its sides, streaking above the water surface at supersonic speed.",0,1,0
130,Gyarados,"Mega Evolution also affects its brain, leaving no other function except its destructive instinct to burn everything to cinders.",0,1,0
130,Gyarados,"It appears whenever there is world conflict, burning down any place it travels through.",0,1,0
130,Gyarados,"Once it appears, it goes on a rampage. It remains enraged until it demolishes everything around it.",0,1,0
130,Gyarados,"I suspect this Pokémon to be the true identity of a dragon written of in ancient texts, which claimed that it razed an entire village with white-hot beams from its maw.",0,1,0
130,Gyarados,"In ancient literature, there is a record of a Gyarados that razed a village when violence flared.",0,1,0
130,Gyarados,"Once Gyarados appears, its rage never settles until the Pokémon has razed the fields and mountains around it.",0,1,0
130,Gyarados,"Once it begins to rampage, a Gyarados will burn everything down, even in a harsh storm.",0,1,0
130,Gyarados,It has an extremely aggressive nature. The Hyper Beam it shoots from its mouth totally incinerates all targets.,0,1,0
130,Gyarados,Brutally vicious and enormously destructive. Known for totally destroying cities in ancient times.,0,1,0
130,Gyarados,"The energy from evolution stimulated its brain cells strongly, causing it to become very ferocious.",0,1,0
130,Gyarados,"It fires hyper beams in all directions, burning the surrounding area to ash. There are some regions where it’s called “the deity of destruction.”",0,1,0
130,Gyarados,There are people who swear that any place Gyarados appears is fated for destruction.,0,1,0
130,Gyarados,"A tale is told of a town that angered Gyarados. Before the sun rose the next day, flames utterly consumed the town, leaving not a trace behind.",0,1,0
130,Gyarados,"Once Gyarados goes on a rampage, its ferociously violent blood doesn’t calm until it has burned everything down. There are records of this Pokémon’s rampages lasting a whole month.",0,1,0
130,Gyarados,"When Magikarp evolves into Gyarados, its brain cells undergo a structural transformation. It is said that this transformation is to blame for this Pokémon’s wildly violent nature.",0,1,0
130,Gyarados,"Rarely seen in the wild. Huge and vicious, it is capable of destroying entire cities in a rage.",0,1,0
130,Gyarados,"They say that during past strife, GYARADOS would appear and leave blazing ruins in its wake.",0,1,0
130,Gyarados,"Once it appears, its rage never settles until it has razed the fields and mountains around it.",0,1,0
130,Gyarados,"It is an extremely vicious and violent POKéMON. When humans begin to fight, it will appear and burn everything to the ground with intensely hot flames.",0,1,0
130,Gyarados,"They say that during past wars, GYARADOS would appear and leave blazing ruins in its wake.",0,1,0
131,Lapras,It surrounds itself with a huge ring of gathered ice particles. It uses the ring to smash any icebergs that might impede its graceful swimming.,0,1,0
131,Lapras,"Over 5,000 people can ride on its shell at once. And it’s a very comfortable ride, without the slightest shaking or swaying.",0,1,0
131,Lapras,It loves crossing the sea with people and Pokémon on its back. It understands human speech.,0,1,0
131,Lapras,Crossing icy seas is no issue for this cold-resistant Pokémon. Its smooth skin is a little cool to the touch.,0,1,0
131,Lapras,"A smart and kindhearted Pokémon, it glides across the surface of the sea while its beautiful song echoes around it.",0,1,0
131,Lapras,A gentle soul that can understand human speech. It can ferry people across the sea on its back.,0,1,0
131,Lapras,They’ve been so cherished that there’s now an overabundance. The fish Pokémon population has declined in waters with too many Lapras.,0,1,0
131,Lapras,"It likes swimming around with people on its back. In the Alola region, it’s an important means of transportation over water.",0,1,0
131,Lapras,"These Pokémon were once near extinction due to poaching. Following protective regulations, there is now an overabundance of them.",0,1,0
131,Lapras,"Its high intelligence enables it to comprehend human speech. When it’s in a good mood, it sings in its beautiful voice.",0,1,0
131,Lapras,"People have driven Lapras almost to the point of extinction. In the evenings, this Pokémon is said to sing plaintively as it seeks what few others of its kind still remain.",0,1,0
131,Lapras,Its high intelligence enables it to understand human speech. It likes to ferry people on its back.,0,1,0
131,Lapras,"They have gentle hearts. Because they rarely fight, many have been caught. Their number has dwindled.",0,1,0
131,Lapras,"Able to understand human speech and very intelligent, it loves to swim in the sea with people on its back.",0,1,0
131,Lapras,It ferries people across the sea on its back. It may sing an enchanting cry if it is in a good mood.,0,1,0
131,Lapras,"People have driven LAPRAS almost to the point of extinction. In the evenings, it is said to sing plaintively as it seeks what few others of its kind still remain.",0,1,0
131,Lapras,A POKéMON that has been overhunted almost to extinction. It can ferry people on its back.,0,1,0
131,Lapras,This gentle POKéMON loves to give people rides and provides a very comfortable way to get around.,0,1,0
131,Lapras,A gentle soul that can read the minds of people. It can ferry people across the sea on its back.,0,1,0
131,Lapras,A POKéMON that has been overhunted almost to extinction. It can ferry people across the water.,0,1,0
134,Vaporeon,"Its cell composition is similar to water molecules. As a result, it can’t be seen when it melts away into water.",0,1,0
134,Vaporeon,"It lives close to water. Its long tail is ridged with a fin, which is often mistaken for a mermaid’s.",0,1,0
134,Vaporeon,"Tests show that its cells closely resemble water molecules, which perhaps explains its ability to conceal its form while submerged. I believe the origins of mermaid folklore lie with this Pokémon.",0,1,0
134,Vaporeon,It has evolved to be suited for an aquatic life. It can become invisible when it melts away into water.,0,1,0
134,Vaporeon,Its body’s cellular structure is similar to the molecular composition of water. It can melt invisibly in water.,0,1,0
134,Vaporeon,"When Vaporeon’s fins begin to vibrate, it is a sign that rain will come within a few hours.",0,1,0
134,Vaporeon,Its cell structure is similar to water molecules. It melts into the water and becomes invisible.,0,1,0
134,Vaporeon,"It detects nearby moisture with its fin. When its fin begins trembling rapidly, that means rain will fall in a few hours.",0,1,0
134,Vaporeon,"Clean, clear waters are its usual habitat. When it’s about to be attacked by an invading enemy, it dives into the water to hide.",0,1,0
134,Vaporeon,"Blending in with the water and erasing all signs of its presence, it patiently waits for its prey, fish Pokémon.",0,1,0
134,Vaporeon,Its cells are composed of units much like water molecules. It lives close to water and is often mistaken for a mermaid.,0,1,0
134,Vaporeon,Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water.,0,1,0
134,Vaporeon,It has evolved to be suitable for an aquatic life. It can invisibly melt away into water.,0,1,0
134,Vaporeon,"It prefers beautiful shores. With cells similar to water molecules, it could melt in water.",0,1,0
134,Vaporeon,"Its cell composition is similar to water molecules. As a result, it can melt away into water.",0,1,0
134,Vaporeon,VAPOREON underwent a spontaneous mutation and grew fins and gills that allow them to live underwater. They have the ability to freely control water.,0,1,0
134,Vaporeon,Lives close to water. Its long tail is ridged with a fin which is often mistaken for a mermaid’s.,0,1,0
134,Vaporeon,"As it uses the fins on the tip of its tail to swim, it blends with the water perfectly.",0,1,0
134,Vaporeon,Its cell structure is similar to water molecules. It will melt away and become invisible in water.,0,1,0
136,Flareon,"It fluffs out its fur collar to cool down its body temperature, which can reach 1,650 degrees Fahrenheit.",0,0,1
136,Flareon,"Inhaled air is carried to its flame sac, heated, and exhaled as fire that reaches over 3,000 degrees Fahrenheit.",0,0,1
136,Flareon,"Flames burn within a saclike organ inside this Pokémon. When Flareon inhales, these flames grow in intensity, reaching a mighty 3,000 degrees Fahrenheit.",0,0,1
136,Flareon,"It has a flame sac in its body. Its body temperature tops 1,650 degrees Fahrenheit before battle.",0,0,1
136,Flareon,"It stores some of the air it inhales in its internal flame pouch, which heats it to over 3,000 degrees Fahrenheit.",0,0,1
136,Flareon,"Once it has stored up enough heat, this Pokémon’s body temperature can reach up to 1,700 degrees Fahrenheit.",0,0,1
136,Flareon,"It has a flame chamber inside its body. It inhales, then breathes out fire that is over 3,000 degrees Fahrenheit.",0,0,1
136,Flareon,"The flame chamber inside its body ignites when Flareon gets agitated, reaching temperatures of up to 1,650 degrees Fahrenheit.",0,0,1
136,Flareon,"If it inhales deeply, that’s a sign it’s about to attack. Prepare to be hit by flames of over 3,000 degrees Fahrenheit!",0,0,1
136,Flareon,"Its average body temperature is between 1,300 and 1,500 degrees Fahrenheit. In its internal flame sac, temperatures reach 3,000 degrees.",0,0,1
136,Flareon,"When it catches prey or finds berries, it breathes fire on them until they’re well done, and then it gobbles them up.",0,0,1
136,Flareon,"Flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon’s body temperature can rise to a maximum of 1,650 degrees Fahrenheit.",0,0,1
136,Flareon,"It has a flame bag inside its body. After inhaling deeply, it blows out flames of nearly 3,000 degrees Fahrenheit.",0,0,1
136,Flareon,"Inhaled air is carried to its flame sac, heated, and exhaled as fire that reaches over 3,000 degrees F.",0,0,1
136,Flareon,"Inhaled air is heated in the flame sac in its body to an intense fire over 3,000 degrees Fahrenheit.",0,0,1
136,Flareon,"FLAREON’s fluffy fur releases heat into the air so that its body does not get excessively hot. Its body temperature can rise to a maximum of 1,650 degrees F.",0,0,1
136,Flareon,"When storing thermal energy in its body, its temperature can soar to over 1,600 degrees Fahrenheit.",0,0,1
136,Flareon,"It has a flame bag inside its body. After inhaling deeply, it blows out flames of nearly 3,100 degrees Fahrenheit.",0,0,1
136,Flareon,"FLAREON’s fluffy fur has a functional purpose - it releases heat into the air so that its body does not get excessively hot. This POKéMON’s body temperature can rise to a maximum of 1,650 degrees F.",0,0,1
136,Flareon,"Once it has stored up enough heat, this POKéMON’s body temperature can reach up to 1700 degrees.",0,0,1
136,Flareon,"It fluffs out its fur collar to cool down its body temperature, which can reach 1,650 degrees.",0,0,1
136,Flareon,"It stores some of the air it inhales in its internal flame pouch, which heats it to over 3,000 degrees.",0,0,1
136,Flareon,"It has a flame chamber inside its body. It inhales, then blows out fire that is over 3,000F degrees.",0,0,1
136,Flareon,"When storing thermal energy in its body, its temperature could soar to over 1600 degrees.",0,0,1
138,Omanyte,It’s a Pokémon that was resurrected from a fossil using modern science. It swam in ancient seas.,0,1,0
138,Omanyte,"This Pokémon is a member of an ancient, extinct species. Omanyte paddles through water with its 10 tentacles, looking like it’s just drifting along.",0,1,0
138,Omanyte,"Because some Omanyte manage to escape after being restored or are released into the wild by people, this species is becoming a problem.",0,1,0
138,Omanyte,An ancient Pokémon that was recovered from a fossil. It swam by cleverly twisting its 10 tentacles about.,0,1,0
138,Omanyte,"It was restored from an ancient fossil. Those Helix Fossils are excavated from areas that were once oceans long, long ago.",0,1,0
138,Omanyte,"Omanyte lived in the seas of antiquity. Its fossils have been found bearing bite marks from Archeops, so apparently Archeops preyed on it.",0,1,0
138,Omanyte,"Omanyte is one of the ancient and long-since-extinct Pokémon that have been regenerated from fossils by people. If attacked by an enemy, it withdraws itself inside its hard shell.",0,1,0
138,Omanyte,"Revived from an ancient fossil, this Pokémon uses air stored in its shell to sink and rise in water.",0,1,0
138,Omanyte,"A prehistoric Pokémon that lived in the primordial sea, it swims by twisting its 10 tentacles about.",0,1,0
138,Omanyte,A Pokémon that was resurrected from a fossil using modern science. It swam in ancient seas.,0,1,0
138,Omanyte,This Pokémon from ancient times is said to have navigated the sea by adeptly twisting its 10 tentacles.,0,1,0
138,Omanyte,"One of the ancient and long-since-extinct POKéMON that have been regenerated from fossils by humans. If attacked, it withdraws into its hard shell.",0,1,0
138,Omanyte,"Although long extinct, in rare cases, it can be genetically regenerated from fossils.",0,1,0
138,Omanyte,"In prehistoric times, it swam on the sea floor, eating plankton. Its fossils are sometimes found.",0,1,0
138,Omanyte,An ancient POKéMON that was recovered from a fossil. It swims by cleverly twisting its 10 tentacles about.,0,1,0
138,Omanyte,"Although long extinct, in rare cases, it can be genetically resurrected from fossils.",0,1,0
139,Omastar,It is thought that this Pokémon became extinct because its spiral shell grew too large.,0,1,0
139,Omastar,"Omastar’s sharp fangs could crush rock, but the Pokémon can attack only the prey that come within reach of its tentacles.",0,1,0
139,Omastar,"Weighed down by a large and heavy shell, Omastar couldn’t move very fast. Some say it went extinct because it was unable to catch food.",0,1,0
139,Omastar,"Its sharp beak rings its mouth. Its shell was too big for it to move freely, so it became extinct.",0,1,0
139,Omastar,It wraps its prey in its tentacles to immobilize them and then finishes them off with its sharp fangs.,0,1,0
139,Omastar,Its heavy shell is thought to be the reason this ancient Pokémon died out. It’s apparently a distant ancestor of Octillery.,0,1,0
139,Omastar,"Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous.",0,1,0
139,Omastar,"Once wrapped around its prey, it never lets go. It eats the prey by tearing at it with sharp fangs.",0,1,0
139,Omastar,"Its tentacles are highly developed as if they are hands and feet. As soon as it ensnares prey, it bites.",0,1,0
139,Omastar,"Apparently, it cracked SHELLDER’s shell with its sharp fangs and sucked out the insides.",0,1,0
139,Omastar,"An OMASTAR uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large, making its movements slow and ponderous.",0,1,0
139,Omastar,"Despite having strong fangs and tentacles, it went extinct when its heavy shell made it unable to catch prey.",0,1,0
139,Omastar,Its heavy shell allowed it to reach only nearby food. This could be the reason it is extinct.,0,1,0
139,Omastar,"Sharp beaks ring its mouth. Its shell was too big for it to move freely, so it became extinct.",0,1,0
139,Omastar,A prehistoric POKéMON that died out when its heavy shell made it impossible to catch prey.,0,1,0
140,Kabuto,It is thought to have inhabited beaches 300 million years ago. It is protected by a sturdy shell.,0,1,0
140,Kabuto,"While some say this species has gone extinct, Kabuto sightings are apparently fairly common in some places.",0,1,0
140,Kabuto,"This species is almost entirely extinct. Kabuto molt every three days, making their shells harder and harder.",0,1,0
140,Kabuto,A Pokémon that was recovered from a fossil. It used the eyes on its back while hiding on the seafloor.,0,1,0
140,Kabuto,"This Pokémon became extinct everywhere, except in a few areas. It protects itself with its hard shell.",0,1,0
140,Kabuto,This Pokémon thrived 300 million years ago. It’s said that living specimens can still be seen in a certain region—a rare sight.,0,1,0
140,Kabuto,"Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years.",0,1,0
140,Kabuto,This Pokémon was regenerated from the fossil of an ancient creature. It protects itself with a hard shell.,0,1,0
140,Kabuto,It is thought to have inhabited beaches 300 million years ago. It is protected by a stiff shell.,0,1,0
140,Kabuto,"This Pokémon lived in ancient times. On rare occasions, it has been discovered as a living fossil.",0,1,0
140,Kabuto,"On rare occasions, some have been found as fossils which they became while hiding on the ocean floor.",0,1,0
140,Kabuto,"It is a POKéMON that has been regenerated from a fossil. However, in rare cases, living examples have been discovered. KABUTO have not changed for 300 million years.",0,1,0
140,Kabuto,A POKéMON that was regenerated from a fossil found in what was once the ocean floor long ago.,0,1,0
140,Kabuto,"Three hundred million years ago, it hid on the sea floor. It also has eyes on its back that glow.",0,1,0
140,Kabuto,A POKéMON that was recovered from a fossil. It uses the eyes on its back while hiding on the sea floor.,0,1,0
140,Kabuto,A POKéMON that was resurrected from a fossil found in what was once the ocean floor eons ago.,0,1,0
141,Kabutops,It is thought that this Pokémon came onto land because its prey adapted to life on land.,0,1,0
141,Kabutops,The cause behind the extinction of this species is unknown. Kabutops were aggressive Pokémon that inhabited warm seas.,0,1,0
141,Kabutops,Kabutops slices its prey apart and sucks out the fluids. The discarded body parts become food for other Pokémon.,0,1,0
141,Kabutops,A slim and fast swimmer. It sliced its prey with its sharp sickles and drank the body fluids.,0,1,0
141,Kabutops,"It swims at speeds of roughly 29 knots, quickly closing in on its prey and slashing into them with its scythes to finish them off.",0,1,0
141,Kabutops,Its body had begun to change so it could function on land. But it didn’t adapt in time and went extinct.,0,1,0
141,Kabutops,Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs.,0,1,0
141,Kabutops,A slim and fast swimmer. It slices its prey with its sharp sickles and drinks the body fluids.,0,1,0
141,Kabutops,"In the water, it tucks in its limbs to become more compact, then it wiggles its shell to swim fast.",0,1,0
141,Kabutops,"With sharp claws, this ferocious, ancient Pokémon rips apart prey and sucks their body fluids.",0,1,0
141,Kabutops,KABUTOPS once swam underwater to hunt  for prey. It was apparently evolving from being a water dweller to living on land as evident from changes in its gills and legs.,0,1,0
141,Kabutops,Its sleek shape is perfect for swimming. It slashes prey with its claws and drains their fluids.,0,1,0
141,Kabutops,It swims freely through water. It catches prey with its scythe-like arms and drains the victim’s fluids.,0,1,0
141,Kabutops,KABUTOPS swam underwater to hunt for its prey in ancient times. The POKéMON was apparently evolving from being a water-dweller to living on land as evident from the beginnings of change in its gills and legs.,0,1,0
141,Kabutops,It was able to swim quickly through the water by compactly folding up its razor-sharp sickles.,0,1,0
141,Kabutops,Its sleek shape is perfect for swimming. It slashes prey with its claws and drains the body fluids.,0,1,0
146,Moltres,It is one of the legendary bird Pokémon. Its appearance is said to indicate the coming of spring.,0,0,1
146,Moltres,"There are stories of this Pokémon using its radiant, flame-cloaked wings to light up paths for those lost in the mountains.",0,0,1
146,Moltres,"It’s one of the legendary bird Pokémon. When Moltres flaps its flaming wings, they glimmer with a dazzling red glow.",0,0,1
146,Moltres,"A legendary bird Pokémon. As it flaps its flaming wings, even the night sky will turn red.",0,0,1
146,Moltres,"Moltres is a legendary bird Pokémon that has the ability to control fire. If this Pokémon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself.",0,0,1
146,Moltres,One of the legendary bird Pokémon. It is said that its appearance indicates the coming of spring.,0,0,1
146,Moltres,It is said to be the legendary bird Pokémon of fire. Every flap of its wings creates a dazzling flare of flames.,0,0,1
146,Moltres,This legendary bird Pokémon is said to bring early spring to the wintry lands it visits.,0,0,1
146,Moltres,This legendary Pokémon scatters embers with every flap of its wings. It is a thrilling sight to behold.,0,0,1
146,Moltres,"MOLTRES is a legendary bird POKéMON that can control fire. If injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself.",0,0,1
146,Moltres,One of the legendary bird POKéMON. Those seeing it are overwhelmed by its orange wings that seem to be on fire.,0,0,1
146,Moltres,Legendary bird POKéMON. It is said to migrate from the south along with the spring.,0,0,1
146,Moltres,Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.,0,0,1
152,Chikorita,It uses the leaf on its head to determine the air’s temperature and humidity. It loves to sunbathe.,1,0,0
152,Chikorita,"In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around.",1,0,0
152,Chikorita,It uses the leaf on its head to determine the temperature and humidity. It loves to sunbathe.,1,0,0
152,Chikorita,A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up sun rays.,1,0,0
152,Chikorita,Its pleasantly aromatic leaf has the ability to check humidity and temperature.,1,0,0
152,Chikorita,A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up sunrays.,1,0,0
152,Chikorita,"It waves its leaf around to keep foes at bay. However, a sweet fragrance also wafts from the leaf, creating a friendly atmosphere that becalms the battlers.",1,0,0
152,Chikorita,A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up the sun’s rays.,1,0,0
152,Chikorita,Its pleasantly aromatic leaves have the ability to check the humidity and temperature.,1,0,0
152,Chikorita,It loves to bask in the sunlight. It uses the leaf on its head to seek out warm places.,1,0,0
153,Bayleef,The buds that ring its neck give off a spicy aroma that perks people up.,1,0,0
153,Bayleef,Bayleef’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.,1,0,0
153,Bayleef,A spicy aroma emanates from around its neck. The aroma acts as a stimulant to restore health.,1,0,0
153,Bayleef,"The scent of spices comes from around its neck. Somehow, sniffing it makes you want to fight.",1,0,0
153,Bayleef,A BAYLEEF’s neck is ringed by curled-up leaves. Inside each leaf is a small tree shoot. The fragrance of this shoot makes people peppy.,1,0,0
153,Bayleef,The scent that wafts from the leaves on its neck causes anyone who smells it to become energetic.,1,0,0
154,Meganium,Its breath has the fantastic ability to revive dead plants and flowers.,1,0,0
154,Meganium,"The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit.",1,0,0
154,Meganium,Meganium’s breath has the power to revive dead grass and plants. It can make them healthy again.,1,0,0
154,Meganium,The aroma that rises from its petals contains a substance that calms aggressive feelings.,1,0,0
154,Meganium,"The fragrance of a MEGANIUM’s flower soothes and calms emotions. In battle, it gives off more of its becalming scent to blunt the foe’s fighting spirit.",1,0,0
154,Meganium,"Anyone who stands beside it becomes refreshed, just as if they were relaxing in a sunny forest.",1,0,0
155,Cyndaquil,"Hails from the Johto region. Though usually curled into a ball due to its timid disposition, it harbors tremendous firepower.",0,0,1
155,Cyndaquil,"It has a timid nature. If it is startled, the flames on its back burn more vigorously.",0,0,1
155,Cyndaquil,"Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion.",0,0,1
155,Cyndaquil,"It is timid and always curls itself up in a ball. If attacked, it flares up its back for protection.",0,0,1
155,Cyndaquil,"It usually stays hunched over. If it is angry or surprised, it shoots flames out of its back.",0,0,1
155,Cyndaquil,"It is timid, and always curls itself up in a ball. If attacked, it flares up its back for protection.",0,0,1
155,Cyndaquil,"It flares flames from its back to protect itself. The fire burns vigorously if the POKéMON is angry. When it is tired, it sputters with incomplete combustion.",0,0,1
155,Cyndaquil,The fire that spouts from its back burns hottest when it is angry. The flaring flames intimidate foes.,0,0,1
156,Quilava,"This creature’s fur is most mysterious—it is wholly impervious to the burning touch of flame. Should Quilava turn its back to you, take heed! Such a posture indicates a forthcoming attack.",0,0,1
156,Quilava,It intimidates foes with the heat of its flames. The fire burns stronger as it prepares to fight.,0,0,1
156,Quilava,Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.,0,0,1
156,Quilava,Be careful if it turns its back during battle. It means that it will attack with the fire on its back.,0,0,1
156,Quilava,"Before battle, it turns its back on its opponent to demonstrate how ferociously its fire blazes.",0,0,1
156,Quilava,It intimidates foes with the heat of its flames. The fire burns more strongly when it readies to fight.,0,0,1
156,Quilava,This Pokémon is fully covered by nonflammable fur. It can withstand any kind of fire attack.,0,0,1
156,Quilava,It intimidates foes with intense gusts of flames and superheated air. Its quick nimbleness lets it dodge attacks even while scorching an enemy.,0,0,1
157,Typhlosion,"Said to purify lost, forsaken souls with its flames and guide them to the afterlife. I believe its form has been influenced by the energy of the sacred mountain towering at Hisui’s center.",0,0,1
157,Typhlosion,It attacks using blasts of fire. It creates heat shimmers with intense fire to hide itself.,0,0,1
157,Typhlosion,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.,0,0,1
157,Typhlosion,"It has a secret, devastating move. It rubs its blazing fur together to cause huge explosions.",0,0,1
157,Typhlosion,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames.",0,0,1
157,Typhlosion,It can hide behind a shimmering heat haze that it creates using its intense flames. TYPHLOSION create blazing explosive blasts that burn everything to cinders.,0,0,1
157,Typhlosion,"When heat from its body causes the air around it to shimmer, this is a sign that it is ready to battle.",0,0,1
158,Totodile,It has a habit of biting everything with its well-developed jaws. Even its Trainer needs to be careful.,0,1,0
158,Totodile,"Despite the smallness of its body, Totodile’s jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury.",0,1,0
158,Totodile,"Its powerful, well-developed jaws are capable of crushing anything. Even its Trainer must be careful.",0,1,0
158,Totodile,It is small but rough and tough. It won’t hesitate to take a bite out of anything that moves.,0,1,0
158,Totodile,It has the habit of biting anything with its developed jaws. Even its Trainer needs to be careful.,0,1,0
158,Totodile,"Despite its small body, TOTODILE’s jaws are very powerful. While it may think it is just playfully nipping, its bite has enough strength to cause serious injury.",0,1,0
158,Totodile,Its well-developed jaws are powerful and capable of crushing anything. Even its TRAINER must be careful.,0,1,0
158,Totodile,This rough critter chomps at any moving object it sees. Turning your back on it is not recommended.,0,1,0
159,Croconaw,"Once it bites down, it won’t let go until it loses its fangs. New fangs quickly grow into place.",0,1,0
159,Croconaw,"Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in.",0,1,0
159,Croconaw,"If it loses a fang, a new one grows back in its place. There are always 48 fangs lining its mouth.",0,1,0
159,Croconaw,"It opens its huge jaws wide when attacking. If it loses any fangs while biting, they grow back in.",0,1,0
159,Croconaw,"Once its jaws clamp down on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like fishhooks, they become irremovably embedded.",0,1,0
159,Croconaw,"Once CROCONAW has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when  they have sunk in.",0,1,0
159,Croconaw,"The tips of its fangs are slanted backward. Once those fangs clamp down, the prey has no hope of escape.",0,1,0
160,Feraligatr,"It usually moves slowly, but it goes at blinding speed when it attacks and bites prey.",0,1,0
160,Feraligatr,"Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed.",0,1,0
160,Feraligatr,"When it bites with its massive and powerful jaws, it shakes its head and savagely tears its victim up.",0,1,0
160,Feraligatr,"It is hard for it to support its weight out of water, so it sometimes gets down on all fours. But it moves fast.",0,1,0
160,Feraligatr,"It opens its huge mouth to intimidate enemies. In battle, it runs using its thick and powerful hind legs to charge the foe with incredible speed.",0,1,0
160,Feraligatr,"When it bites with its massive and powerful jaws, it shakes its head and savagely tears up its victim.",0,1,0
160,Feraligatr,"It is hard for it to support its own weight out of water, so it gets down on all fours. But it moves fast.",0,1,0
160,Feraligatr,"Although it has a massive body, its powerful hind legs enable it to move quickly, even on the ground.",0,1,0
170,Chinchou,It discharges positive and negative electricity from the tips of its antennae to shock its foes.,0,1,0
170,Chinchou,"On the dark ocean floor, its only means of communication is its constantly flashing lights.",0,1,0
170,Chinchou,"Its antennae, which evolved from a fin, have both positive and negative charges flowing through them.",0,1,0
170,Chinchou,Chinchou blink their shining antennae at one another to claim their respective turf.,0,1,0
170,Chinchou,"Its two antennae glow softly to lure in prey, making it a useful Pokémon for night fishing.",0,1,0
170,Chinchou,It lives in the depths beyond the reach of sunlight. It flashes lights on its antennae to communicate with others of its kind.,0,1,0
170,Chinchou,Its two antennae were originally fins. It discharges electricity to stun its prey before attacking.,0,1,0
170,Chinchou,"Chinchou’s two antennas are filled with cells that generate strong electricity. This Pokémon’s cells create so much electrical power, it even makes itself tingle slightly.",0,1,0
